group	side	ckey	rawpath	value	site
representation	S5_代码兜底	representation		"correlation_kernel" ×2 (成员/赋值 p.correlation_summary.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:460; lib/phase3_session/p3_v6_export.cpp:285 ## "common_master" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:672 ## "diagonal_variance" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:666 ## "diagonal_variance_plus_correlation_kernel" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:675 ## "full_matrix_unavailable" ×1 (成员/赋值 p.correlation_summary.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:458 ## "low_rank_factors" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:669 ## "unavailable" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:684 ## "unsupported_none" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:679	9 处 / 2 个位点（前 4: 成员/赋值 p.correlation_summary.k=; 成员/赋值 rec.k=）；全量见 side5_位点.log
result	S5_代码兜底	result		0.0 ×3 (声明/赋值 k=) @lib/algorithms/noise_snr/cpp/src/snr_estimator.cpp:478; lib/algorithms/photometry/cpp/src/wcs_transform.cpp:95; lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/gradient/spherical_spline.cpp:232	3 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
role	S5_代码兜底	role		"UNKNOWN" ×1 (value("k",d)) @lib/infrastructure/scheduler/src/artifact_store.cpp:65	1 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
rotation_deg	S5_代码兜底	rotation_deg		0.0 ×2 (value("k",d),声明/赋值 k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:3313; lib/infrastructure/scheduler/src/module_adapters.cpp:3396 ## "0.0" ×1 (value("k",d)) @lib/infrastructure/cli/session_commands.h:269 ## "crpix_px" ×1 (value("k",d)) @lib/infrastructure/cli/parser.cpp:354	4 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
rule	S5_代码兜底	rule		"" ×2 (具名常量 rule,声明/赋值 k=) @lib/include/astrocs/core/master_unit_guard.h:71 ## "SCI-NOISE §5a: the per-star flux and sigma_bg must share the" ×1 (value("k",d)) @lib/infrastructure/scheduler/src/module_adapters.cpp:6717	3 处 / 3 个位点（前 4: value("k",d); 具名常量 rule; 声明/赋值 k=）；全量见 side5_位点.log
sampler	S5_代码兜底	sampler		"bilinear" ×1 (声明/赋值 k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:13523	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
sampling	S5_代码兜底	sampling		1.0 ×1 (contains("k")?x:d) @lib/infrastructure/aio/v6/src/v6_provenance.cpp:254	1 处 / 1 个位点（前 4: contains("k")?x:d）；全量见 side5_位点.log
sampling_coverage	S5_代码兜底	sampling_coverage		0.0 ×1 (声明/赋值 k=) @lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:47	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
sampling_scale	S5_代码兜底	sampling_scale		0.0f ×2 (声明/赋值 k=) @lib/infrastructure/aio/include/hiss_format.h:225; lib/infrastructure/aio/include/hiss_format.h:232 ## 1.0 ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:62	3 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
saturation_level	S5_代码兜底	saturation_level		0.0 ×2 (value("k",d),声明/赋值 k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:6384; lib/infrastructure/scheduler/src/module_adapters.cpp:6648	2 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
sb_ivar_out	S5_代码兜底	sb_ivar_out		"sr^2/ADU^2" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:32	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
sb_variance_out	S5_代码兜底	sb_variance_out		"ADU^2/sr^2" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:31	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
scale_deg_per_px	S5_代码兜底	scale_deg_per_px		0.0 ×4 (value("k",d),声明/赋值 k=) @lib/include/astrocs/core/plan_estimator.h:101; lib/infrastructure/scheduler/src/module_adapters.cpp:13727; lib/phase3_session/p3_session.cpp:108; lib/phase3_session/p3_session.cpp:152	4 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
schema	S5_代码兜底	schema		"" ×3 (value("k",d)) @lib/infrastructure/benchmark/backend_host/bench_report.cpp:329; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:657; lib/infrastructure/scheduler/src/module_adapters.cpp:9091	3 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
schema_version	S5_代码兜底	schema_version		1 ×6 (声明/赋值 k=,成员/赋值 p.product.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:431; lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:223; lib/infrastructure/aio/v6/include/astro/aio/v6_hips_manifest.h:50; lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:20 ## 0 ×3 (声明/赋值 k=) @lib/include/astrocs/core/artifact.h:100; lib/include/astrocs/core/artifact.h:88; lib/include/astrocs/core/artifact_store.h:46 ## "1.1" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:22 ## "acr-operation-route-profile-2" ×1 (成员/赋值 out.k=) @lib/infrastructure/acr/examples/weighted_integration/route_profile_calibration.cpp:1396 ## "inputs" ×1 (value("k",d)) @lib/infrastructure/cli/parser.cpp:578 ## 0ULL ×1 (value("k",d)) @lib/infrastructure/scheduler/src/artifact_store.cpp:73	13 处 / 4 个位点（前 4: value("k",d); 声明/赋值 k=; 成员/赋值 out.k=; 成员/赋值 p.product.k=）；全量见 side5_位点.log
scope	S5_代码兜底	scope		"top" ×2 (具名常量 scope,声明/赋值 k=) @lib/infrastructure/cli/session_commands.h:126 ## nullptr ×1 (具名常量 scope_) @lib/infrastructure/observability/probes/include/astrocs/probe.h:113	3 处 / 3 个位点（前 4: 具名常量 scope; 具名常量 scope_; 声明/赋值 k=）；全量见 side5_位点.log
sequence	S5_代码兜底	sequence		"kind" ×1 (value("k",d)) @lib/infrastructure/cli/protocol.h:25 ## 0LL ×1 (value("k",d)) @lib/infrastructure/cli/jsonl.h:134	2 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
signal_sb	S5_代码兜底	signal_sb		"ADU/sr" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:29	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
smoothing_lambda	S5_代码兜底	smoothing_lambda		0.0 ×3 (value("k",d),成员/赋值 cfg.k=) @lib/algorithms/coverage/src/upm.cpp:1543; lib/algorithms/coverage/src/upm.cpp:268; lib/algorithms/coverage/src/upm.cpp:299 ## P2_SMOOTHING_LAMBDA_AUTO ×3 (声明/赋值 k=,成员/赋值 cfg->k=,成员/赋值 uc.k=) @lib/algorithms/coverage/include/astro/phase2/stage2_common.h:58; lib/algorithms/coverage/src/stage2_common.cpp:140; lib/infrastructure/scheduler/src/module_adapters.cpp:9618	6 处 / 5 个位点（前 4: value("k",d); 声明/赋值 k=; 成员/赋值 cfg->k=; 成员/赋值 cfg.k=）；全量见 side5_位点.log
snr	S5_代码兜底	snr		0.0 ×4 (value("k",d),声明/赋值 k=) @lib/algorithms/integration/v6/include/astrocs/v6/weight_chain.h:44; lib/algorithms/photometry/wrapper_phase1/photometer.h:18; lib/algorithms/star_detection/wrapper_phase1/star_detector.h:20; lib/infrastructure/scheduler/src/module_adapters.cpp:9534 ## nullptr ×3 (value("k",d),声明/赋值 k=) @lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/hp_stack_hiss.cpp:99; lib/infrastructure/aio/src/healpix/aio_healpix_io.cpp:445; lib/infrastructure/cli/session_commands.h:193 ## 0 ×2 (声明/赋值 k=,成员/赋值 dp.k=) @lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/hp_stack_api.cpp:128; lib/infrastructure/aio/src/hips/aio_hips_reader.cpp:143 ## "SNR" ×1 (具名常量 SNR) @lib/infrastructure/pipeline/orchestrator/cpp/include/resource_monitor.h:45	10 处 / 4 个位点（前 4: value("k",d); 具名常量 SNR; 声明/赋值 k=; 成员/赋值 dp.k=）；全量见 side5_位点.log
source	S5_代码兜底	source		" + weight_source + " ×1 (声明/赋值 k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:11607 ## "gaia_star_matcher_tukey_irls" ×1 (成员/赋值 sc.k=) @lib/infrastructure/scheduler/src/module_adapters.cpp:5805 ## "hips_dir" ×1 (value("k",d)) @lib/infrastructure/cli/session_commands.h:91 ## "measured" ×1 (成员/赋值 c.k=) @lib/infrastructure/acr/qualification/profile_generator.cpp:405 ## "reason" ×1 (value("k",d)) @lib/infrastructure/cli/protocol.h:90 ## 0 ×1 (成员/赋值 out_model->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1167	6 处 / 5 个位点（前 4: value("k",d); 声明/赋值 k=; 成员/赋值 c.k=; 成员/赋值 out_model->k=）；全量见 side5_位点.log
source_mask_radius_px	S5_代码兜底	source_mask_radius_px		10.0 ×1 (成员/赋值 cfg->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1252	1 处 / 1 个位点（前 4: 成员/赋值 cfg->k=）；全量见 side5_位点.log
stage	S5_代码兜底	stage		"export" ×5 (成员/赋值 ev.k=,成员/赋值 qe.k=,成员/赋值 we.k=) @lib/infrastructure/scheduler/src/export_stream.cpp:135; lib/infrastructure/scheduler/src/export_stream.cpp:167; lib/infrastructure/scheduler/src/export_stream.cpp:191; lib/infrastructure/scheduler/src/export_stream.cpp:296 ## "init" ×4 (具名常量 stage,声明/赋值 k=) @lib/infrastructure/cli/resource_recorder.h:50; lib/infrastructure/cli/resource_recorder.h:75 ## "select" ×3 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:511; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:534; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:547 ## "mosaic" ×2 (成员/赋值 ev.k=) @lib/infrastructure/scheduler/src/mosaic_window.cpp:172; lib/infrastructure/scheduler/src/mosaic_window.cpp:235 ## "self_test" ×2 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:453; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:456 ## "" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/cli_command.h:45 ## "DRIZZLE" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/admission_controller.h:166 ## "benchmark" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:502 ## "eligible" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:469 ## "normalize" ×1 (声明/赋值 k=) @lib/include/astrocs/core/normalize_workflow.h:54 ## "query" ×1 (成员/赋值 d.k=) @lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:400 ## 0 ×1 (声明/赋值 k=) @lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp:664	23 处 / 6 个位点（前 4: 具名常量 stage; 声明/赋值 k=; 成员/赋值 d.k=; 成员/赋值 ev.k=）；全量见 side5_位点.log
star_detection	S5_代码兜底	star_detection		nullptr ×1 (value("k",d)) @lib/infrastructure/cli/session_commands.h:201	1 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
stop_after	S5_代码兜底	stop_after		"browser_verify" ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:87	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
storage_form	S5_代码兜底	storage_form		nullptr ×1 (value("k",d)) @lib/infrastructure/cli/session_commands.h:176	1 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
target_pixel_area	S5_代码兜底	target_pixel_area		1.0 ×2 (成员/赋值 p.units.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:441; lib/phase3_session/p3_v6_export.cpp:267 ## 0.0 ×1 (声明/赋值 k=) @lib/infrastructure/aio/v6/include/astro/aio/v6_provenance.h:28 ## A_pixel ×1 (成员/赋值 p.units.k=) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:236	4 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 p.units.k=）；全量见 side5_位点.log
threads	S5_代码兜底	threads		0 ×6 (声明/赋值 k=) @lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.h:41; lib/infrastructure/cli/monitor.h:74; lib/infrastructure/cli/resource_recorder.h:66; lib/infrastructure/cli/v6_runtime_contract.h:304 ## 0.0 ×1 (value("k",d)) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:599	7 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
tile_width	S5_代码兜底	tile_width		512 ×6 (具名常量 kTileWidth,声明/赋值 k=) @lib/algorithms/coverage/src/sampler.cpp:76; lib/algorithms/coverage/tools/calibrated_pair_diag.cpp:40; lib/algorithms/resample/p3_resample.cpp:48; lib/infrastructure/aio/src/hips/aio_hips_reader.cpp:154 ## 0 ×1 (声明/赋值 k=) @lib/algorithms/coverage/hips_properties.h:14	7 处 / 2 个位点（前 4: 具名常量 kTileWidth; 声明/赋值 k=）；全量见 side5_位点.log
timeout	S5_代码兜底	timeout		9 ×1 (具名常量 TIMEOUT) @lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:153	1 处 / 1 个位点（前 4: 具名常量 TIMEOUT）；全量见 side5_位点.log
tolerance	S5_代码兜底	tolerance		1e-6 ×2 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:51; lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:2294	2 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
trend	S5_代码兜底	trend		0.0 ×2 (声明/赋值 k=) @lib/algorithms/photometry/cpp/src/psfsw.cpp:184; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:305	2 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
tukey_c	S5_代码兜底	tukey_c		4.685 ×2 (具名常量 kTukeyC,声明/赋值 k=) @lib/algorithms/photometry/cpp/src/spatial_gain.cpp:40; lib/algorithms/platesolve/cpp/ipv/include/ipv_robust_refine.h:49	2 处 / 2 个位点（前 4: 具名常量 kTukeyC; 声明/赋值 k=）；全量见 side5_位点.log
type_id	S5_代码兜底	type_id		kPhase1TypeId ×1 (成员/赋值 p.product.k=) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:222 ## kTypePoint ×1 (成员/赋值 p.product.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:430	2 处 / 1 个位点（前 4: 成员/赋值 p.product.k=）；全量见 side5_位点.log
reason	S5_代码兜底	unavailable_reason		"not_applicable" ×3 (成员/赋值 p.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:486; lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:291; lib/phase3_session/p3_v6_export.cpp:308 ## "input_covariance_missing" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:691 ## "operator_not_reconstructable" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:694 ## "shared_systematic_unrepresentable" ×1 (成员/赋值 rec.k=) @lib/algorithms/calibration/src/v6_calibration_covariance.cpp:687	6 处 / 2 个位点（前 4: 成员/赋值 p.k=; 成员/赋值 rec.k=）；全量见 side5_位点.log
upper_sigma	S5_代码兜底	upper_sigma		3.0 ×8 (value("k",d),成员/赋值 p.averaged.k=,成员/赋值 p.median_sigma.k=,成员/赋值 p.sigma.k=,成员/赋值 p.winsorized.k=) @lib/algorithms/coverage/src/rejection.cpp:1246; lib/algorithms/coverage/src/rejection.cpp:1247; lib/algorithms/coverage/src/rejection.cpp:1249; lib/algorithms/coverage/src/rejection.cpp:1255	8 处 / 5 个位点（前 4: value("k",d); 成员/赋值 p.averaged.k=; 成员/赋值 p.median_sigma.k=; 成员/赋值 p.sigma.k=）；全量见 side5_位点.log
use_for_aperture	S5_代码兜底	use_for_aperture		true ×1 (value("k",d)) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1176	1 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
uses_relative_weight_as_ivar	S5_代码兜底	uses_relative_weight_as_ivar		false ×6 (声明/赋值 k=,成员/赋值 si.k=) @lib/algorithms/photometry/include/astrocs/v6/psfsw.h:361; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:433; lib/algorithms/resample/p3_rsmp.h:336; lib/algorithms/resample/p3_rsmp.h:384 ## true ×1 (value("k",d)) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1176	7 处 / 3 个位点（前 4: value("k",d); 声明/赋值 k=; 成员/赋值 si.k=）；全量见 side5_位点.log
valid_area_fraction	S5_代码兜底	valid_area_fraction		1.0 ×2 (声明/赋值 k=,成员/赋值 c.k=) @lib/algorithms/photometry/cpp/src/psfsw.cpp:169; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:118	2 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 c.k=）；全量见 side5_位点.log
value	S5_代码兜底	value		-1.0 ×1 (value("k",d)) @lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1195	1 处 / 1 个位点（前 4: value("k",d)）；全量见 side5_位点.log
variance_floor	S5_代码兜底	variance_floor		1e-12 ×1 (成员/赋值 cfg->k=) @lib/algorithms/noise_snr/cpp/src/noise_model.cpp:1258	1 处 / 1 个位点（前 4: 成员/赋值 cfg->k=）；全量见 side5_位点.log
variance_from	S5_代码兜底	variance_from		"actual_combination_coefficients" ×2 (声明/赋值 k=,成员/赋值 rec.k=) @lib/algorithms/calibration/include/astrocs/calibration/v6_calibration_covariance.h:318; lib/algorithms/calibration/src/v6_calibration_covariance.cpp:659 ## "propagated_covariance" ×2 (成员/赋值 pi.k=,成员/赋值 si.k=) @lib/phase3_session/p3_v6_export.cpp:595; lib/phase3_session/p3_v6_export.cpp:658	4 处 / 4 个位点（前 4: 声明/赋值 k=; 成员/赋值 pi.k=; 成员/赋值 rec.k=; 成员/赋值 si.k=）；全量见 side5_位点.log
variance_from_weight	S5_代码兜底	variance_from_weight		false ×4 (声明/赋值 k=) @lib/algorithms/photometry/include/astrocs/v6/psfsw.h:360; lib/algorithms/photometry/include/astrocs/v6/psfsw.h:432; lib/algorithms/resample/p3_rsmp.h:385; lib/algorithms/resample/p3_rsmp.h:463 ## true ×1 (value("k",d)) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1175	5 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
variance_ratio	S5_代码兜底	variance_ratio		0.0 ×1 (声明/赋值 k=) @lib/algorithms/noise_snr/include/astrocs/v6/information_weight.h:106	1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log
verdict	S5_代码兜底	verdict		"OK" ×2 (成员/赋值 br.k=,成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:90; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:482 ## "ERROR" ×1 (成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:39 ## "FAIL" ×1 (声明/赋值 k=) @lib/infrastructure/cli/commands.cpp:2388 ## "ORACLE_FAIL" ×1 (成员/赋值 r.k=) @lib/infrastructure/benchmark/backend_host/bench_harness.cpp:55 ## P2_SCALAR_UNAVAILABLE ×1 (声明/赋值 k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1506	6 处 / 3 个位点（前 4: 声明/赋值 k=; 成员/赋值 br.k=; 成员/赋值 r.k=）；全量见 side5_位点.log
w_info	S5_代码兜底	w_info		0.0 ×3 (声明/赋值 k=) @lib/algorithms/integration/v6/include/astrocs/v6/phase2_integrate.h:163; lib/algorithms/noise_snr/include/astrocs/v6/information_weight.h:45; lib/algorithms/noise_snr/include/astrocs/v6/information_weight.h:82 ## "w_psf" ×2 (value("k",d)) @lib/algorithms/photometry/cpp/src/psfsw.cpp:683; lib/algorithms/resample/p3_rsmp_failclosed.cpp:46 ## "ADU^-2" ×1 (声明/赋值 k=) @lib/algorithms/integration/v6_phase1/include/astrocs/v6/phase1_product.h:33	6 处 / 2 个位点（前 4: value("k",d); 声明/赋值 k=）；全量见 side5_位点.log
