符号,预分档,位点数,跨文件数,值样例,值形态,有单位,登记面点名数,点名位置样例,来源现状样例,位点样例
dmin,残余B·带单位的科学量,3,2,0.005 | 0.0f;1.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:831 ; lib/infrastructure/hips_browser/healpix_browser_qt/app/browser_cli.cpp:867 ; lib/infrastructure/hips_browser/healpix_browse
dmin_,残余B·带单位的科学量,1,1,0.0f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/app/stf_bar.h:64
dn,局部量噪声（不入科学判读）,3,1,.4f,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:687 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:1081 ; lib/algorithms/platesolve/cpp/ipv/src/ipv_solver.cpp:1378
dof_eff,残余A·登记面点名但无支撑,2,2,0.0,小于 1 的小数,是,3,docs/contracts/DATA_SEMANTICS.md ; docs/plugins/algorithms_phase2/10_sampling.md ; docs/plugins/algorithms_phase2/11_upm.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/coverage/src/sky_plane.cpp:1903 ; lib/algorithms/coverage/src/upm.cpp:1587
dom_hi_x,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/integration/v6/src/weight_chain.cpp:602
dom_hi_y,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/integration/v6/src/weight_chain.cpp:604
dom_lo_x,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/integration/v6/src/weight_chain.cpp:601
dom_lo_y,残余D·语义未明（需读用途）,1,1,0.5,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/integration/v6/src/weight_chain.cpp:603
domain_valid,残余D·语义未明（需读用途）,1,1,0.0,小于 1 的小数,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/projection/p3_proj_v6.cpp:646
done_rate,残余B·带单位的科学量,1,1,0.0;1.0,其他,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/cli/commands.cpp:831
dot,局部量噪声（不入科学判读）,5,3,.3;.9f | 0.0 | 1.0,小于 1 的小数,是,1,docs/architecture/observability/RUN_GRAPH_CONTRACT.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/noise_snr/cpp/src/noise_model.cpp:347 ; lib/algorithms/noise_snr/cpp/src/noise_model.cpp:352 ; lib/algorithms/shared/healpix/healpix_core.cpp:432 ; lib/infrastructure/acr/qualification/
double,残余A·登记面点名但无支撑,1,1,0.0,小于 1 的小数,是,36,docs/KNOWN_LIMITATIONS.md ; docs/algorithms/CALIBRATION_ALGORITHMS.md ; docs/algorithms/COSMETIC_ALGORITHMS.md,无来源（行内字面量，未见文档/文献锚）,lib/algorithms/star_detection/src/sdet_api.cpp:514
dpr,局部量噪声（不入科学判读）,1,1,1.0,一般数值,是,0,,无来源（行内字面量，未见文档/文献锚）,lib/infrastructure/hips_browser/healpix_browser_qt/widgets/sphere_view.cpp:351
